0	79	562
0	2348	14683
0	323	355
0	1334	10974
0	297	166
0	1541	10951
0	6600	37761
0	3047	11858
0	2168	14022
0	4291	26130
0	6956	33898
0	238	50
0	4922	18856
0	3181	20772
0	964	686
0	973	5960
0	3027	16639
0	5074	33016
0	1013	2929
0	1029	2737
0	682	1621
0	3494	24416
0	221	81
0	32906	22026
0	3672	21698
0	3738	27063
0	3405	29150
0	992	3346
0	233	123
0	306	407
0	291	356
0	637	660
0	2082	14444
0	4567	29598
0	1616	7692
0	5292	41961
0	7555	50477
0	73	370
0	323	471
0	251	4832
0	7240	56289
0	156	328
0	1017	855
0	1034	3937
0	18007	88474
0	195	175
0	4843	21901
0	163	279
0	9730	4454
0	2816	22103
0	1662	7318
0	1994	6591
0	3000	28418
0	4559	26042
0	8733	61212
0	2044	8574
0	1102	6808
0	3725	19121
0	4859	30081
0	172	313
0	3691	24303
0	4560	26938
0	0	294
0	393	1516
0	1656	8838
0	1432	9279
0	1483	9426
0	9040	54935
0	335	169
0	7609	57384
0	1624	1564
0	94	6
0	699	3614
0	390	120
0	3305	23558
0	5499	40285
0	794	2553
0	1920	11180
0	389	453
0	2320	15428
0	1392	8132
0	4083	27537
0	747	700
0	2499	12099
0	1818	12217
0	12371	80606
0	1101	4273
0	1913	10940
0	320	0
0	311	452
0	16697	107322
0	4410	3157
0	2271	11905
0	2372	10087
0	105	440
0	16049	98273
0	1937	1622
0	1397	5839
0	290	55
0	218	332
0	1535	774
0	13524	93705
0	668	1591
0	1557	11728
0	2694	16440
0	6156	4485
0	2668	14502
0	2352	19266
0	1701	10631
0	1602	10192
0	985	4002
0	1478	9363
0	3483	21292
0	3469	27026
0	216	256
0	297	330
0	1274	1314
0	463	618
0	177	196
0	7767	56283
0	1666	8974
0	2211	13085
0	2896	20126
0	2283	12860
0	175	221
0	0	101
0	27288	185749
0	3825	32682
0	4910	30477
0	1372	6193
0	765	3503
0	1639	9299
0	2870	14643
0	701	812
0	2213	13352
0	103	498
0	5798	39636
0	72	204
0	2133	9662
0	872	3666
0	1773	10286
0	5954	43914
0	3798	27228
0	978	3646
0	2105	9322
0	66	165
0	4337	29074
0	1300	4591
0	201	173
0	1835	13885
0	15775	68575
0	2803	16477
0	1068	5230
0	2351	1254
0	1634	19040
0	360	290
0	1883	14584
0	23917	9448
0	32955	153236
0	5130	41213
0	1308	961
0	259	260
0	109	197
0	2290	17058
0	40	379
0	29704	204922
0	264	360
0	4922	21416
0	1167	5587
0	743	314
0	35	182
0	861	6871
0	3544	24000
0	128	140
0	2763	15333
0	125	123
0	166	127
0	1225	7301
0	2612	12860
0	863	8048
0	3879	22537
0	2747	12747
0	410	226
0	2342	11738
0	732	1063
0	1948	11867
0	3249	21590
0	3902	26909
0	4181	26024
0	2870	11205
0	2057	16150
0	748	7611
0	2555	14256
0	1046	7291
0	235	445
0	6038	32960
0	2147	12806
0	1126	6475
0	1812	10490
0	210	112
0	1011	7479
0	9371	60039
0	8060	44755
0	307	31
0	6654	47797
0	45	56
0	6017	36258
0	1875	11493
0	2001	11790
0	4287	28783
0	72	157
0	333	43
0	805	9522
0	112	471
0	1512	7829
0	1243	6042
0	6719	41008
0	1375	5481
0	11855	73934
0	5521	30425
0	6166	40584
0	2153	12733
0	4696	29411
0	2095	9105
0	4529	28608
0	821	3889
0	6471	34073
0	3109	21139
0	95	171
0	3075	16811
0	3071	35382
0	2634	17753
0	3164	23779
0	822	4570
0	8260	42946
0	2403	15245
0	11364	66018
0	9508	64760
0	1964	11147
0	186	55
0	1993	13339
0	3089	21638
0	1965	2757
0	2432	13711
0	1542	13273
0	2621	10691
0	4619	25686
0	1250	4294
0	5759	32096
0	2905	14627
0	1708	7353
0	10806	62055
0	854	1722
0	1125	4207
0	3912	25653
0	2083	11632
0	4274	24008
0	1063	5395
0	3088	20381
0	2334	14639
0	4645	26544
0	281	135
0	497	500
0	1129	7022
0	3054	16534
0	1475	15523
0	1724	10151
0	1819	13377
0	1021	7247
0	1443	8395
0	2300	12276
0	2195	17979
0	7819	40525
0	577	2648
0	8338	4237
0	9217	51581
0	2835	2117
0	3054	21842
0	9697	61497
0	2531	16101
0	1638	16917
0	1017	3793
0	651	424
0	2838	18579
0	2855	17720
0	3637	28716
0	121	353
0	1692	9525
0	236	174
0	17271	9639
0	12523	40695
0	2720	17752
0	2615	13487
0	65219	368808
0	224	205
0	199	223
0	5304	22865
0	921	9066
0	1224	13518
0	2519	8721
0	1966	15267
0	1127	359
0	764	3385
0	1210	9170
0	18553	112942
0	1310	7730
0	306	284
0	150	277
0	2525	22193
0	236	229
0	7090	40293
0	3259	23759
0	257	74
0	802	4169
0	123	258
0	272	347
0	3116	23305
0	283	1028
0	7297	43064
0	12294	79126
0	342	465
0	13459	80728
0	31245	17825
0	699	667
0	1305	7873
0	4725	28196
0	316	1537
0	2336	13654
0	11914	23801
0	698	6566
0	1753	10003
0	37	725
0	4247	26513
0	9411	75739
0	410	353
0	86	151
0	8930	60119
0	271	426
0	917	5695
0	3496	29090
0	2454	21997
0	0	107
0	6346	19691
0	1185	4523
0	301	475
0	2386	10974
0	1575	7294
0	2662	15326
0	5557	32108
0	8826	52893
0	2755	15741
0	5719	34427
0	695	3130
0	2086	17180
0	3255	19988
0	65	173
0	1373	1345
0	933	2798
0	388	493
0	395	0
0	8900	70057
0	1122	4131
0	3657	27060
0	2475	14496
0	3174	25226
0	1027	9274
0	1911	9800
0	2131	14491
0	8096	49200
0	1017	6733
0	327	273
0	12221	81670
0	589	445
0	5962	33649
0	13104	83539
0	6563	33582
0	5278	45323
0	5847	34645
0	1313	6119
0	282	1068
0	0	96
0	6447	3633
0	6899	43665
0	6990	52833
0	15100	119251
0	4385	21287
0	65	205
0	1535	10523
0	2062	15730
0	976	3449
0	1357	8423
0	164	205
0	173	142
0	8525	61017
0	756	425
0	365	0
0	2932	17302
0	27860	174389
0	1985	13199
0	5029	28724
0	79	290
0	84	84
0	3667	1807
0	137	99
0	348	925
0	525	312
0	1248	11655
0	1632	237
0	2247	15471
0	2737	15402
0	0	50
0	7369	38140
0	2876	11773
0	163	126
0	12944	70213
0	2501	15578
0	2009	10624
0	9028	57221
0	180	211
0	3418	18581
0	1605	9754
0	199	235
0	7635	51923
0	2330	11597
0	629	238
0	1099	6772
0	6248	35557
0	7711	54533
0	4458	30168
0	2277	16130
0	4122	27072
0	7	20
0	8256	49094
0	8952	69498
0	41	236
0	0	165
0	24682	168390
0	1390	2855
0	1584	764
0	162	139
0	4633	38503
0	834	3010
0	349	333
0	202	280
0	7332	39265
0	4932	28763
0	4253	21749
0	2892	19977
0	2310	2038
0	20334	129281
0	1328	5723
0	1684	9211
0	3171	16541
0	96	97
0	184	226
0	4383	32280
0	4288	23204
0	9679	51690
0	2515	2152
0	49137	297130
0	2292	14139
0	1099	5116
0	782	4941
0	4381	28606
0	2309	11541
0	2782	22302
0	2665	14381
0	1398	5924
0	188	369
0	927	5834
0	1499	5946
0	2913	17343
0	3291	19019
0	617	2109
0	3138	21862
0	79	14
0	89	111
0	2557	15054
0	4067	28151
0	98	114
0	473	5281
0	6731	44638
0	673	2546
0	2268	17179
0	3235	18401
0	460	326
0	450	412
0	42	20
0	5147	29471
0	13511	96744
0	7489	45503
0	2100	11990
0	504	289
0	3773	23661
0	243	104
0	4500	22565
0	286	110
0	5435	6539
0	2027	8514
0	2280	17008
0	448	6992
0	317	173
0	1139	803
0	3310	17402
0	70	250
0	1319	9421
0	164	678
0	2433	13440
0	4456	26335
0	99	241
0	1934	14055
0	350	252
0	3811	27646
0	2094	14973
0	1849	11270
0	2038	8018
0	3008	13780
0	4417	23186
0	5758	40806
0	1513	12026
0	4420	20709
0	1185	6742
0	33	54
0	191	128
0	5651	33330
0	478	287
0	743	6190
0	265	60
0	268	235
0	869	954
0	3544	23942
0	2530	19259
0	3242	23955
0	879	21353
0	2216	7654
0	1195	8100
0	0	107
0	509	1825
0	152	315
0	2089	11101
0	225	477
0	675	404
0	1696	2260
0	13432	16567
0	169	212
0	339	278
0	3231	25921
0	1995	8446
0	2188	10906
0	1671	13320
0	1169	9202
0	3539	24143
0	421	1617
0	5592	4588
0	129	690
0	2091	10557
0	3470	15833
0	2973	18397
0	8301	56042
0	496	2680
0	1890	10071
0	1730	11008
0	61	164
0	74	96
0	2365	17387
0	2294	22106
0	1949	15545
0	2430	11979
0	75	431
0	6368	44879
0	1284	6891
0	3464	27505
0	325	502
0	1131	4363
0	3983	21842
0	10218	59962
0	22726	144000
0	1930	11905
0	2142	3965
0	152	293
0	2942	21180
0	15124	91139
0	640	1009
0	2824	20405
0	4073	26658
0	252	240
0	2370	15354
0	2698	17841
0	11747	79704
0	32640	215647
0	353	347
0	969	8186
0	1616	14471
0	40	186
0	4635	29287
0	309	314
0	317	57
0	58	184
0	2716	18092
0	7979	47832
0	3008	20069
0	793	1352
0	5721	31552
0	1840	1007
0	721	1343
0	2656	16556
0	1835	12801
0	607	1336
0	4574	26381
0	805	4677
0	115	223
0	5447	31613
0	2761	15041
0	1485	8462
0	190	0
0	1049	4072
0	62	341
0	1634	7323
0	3917	24837
0	3073	23916
0	25092	153752
0	2224	14116
0	361	513
0	611	406
0	8195	48923
0	941	3239
0	2208	17023
0	264	283
0	998	5637
0	2467	12122
0	7327	47756
0	8412	48673
0	1133	7111
0	6740	5863
0	755	4041
0	1848	12478
0	1871	14953
0	5792	31787
0	1537	7163
0	286	370
